,Context,Conext_translation
9417,A man walks up next to it and picks up a hose.,Un hombre se acerca y toma una manguera.
9418,The man shows the metal bar to the camera.,El hombre muestra la barra de metal a la cámara.
9419,A red machine is seen on the ground.,A red machine is seen on the ground.
9420,A man walks up next to it and picks up a hose.,Un hombre se acerca y toma una manguera.
9421,The camera is showing an arc welder in a shop.,La cámara muestra un soldador de arco en un taller.
9422,The camera is showing an arc welder in a shop.,La cámara muestra un soldador de arco en un taller.
9423,A woman sitting on the floor speaks to the camera.,Una mujer sentada en el suelo le habla a la cámara.
9424,"A woman in work out clothes is sitting on the floor and talking to the camera when she suddenly turns to the side, still talking to the camera but pointing now to her shoulders and waist.","Una mujer con ropa deportiva está sentada en el suelo y hablando con la cámara cuando de repente se gira hacia un lado, todavía hablando con la cámara pero apuntando ahora a sus hombros y cintura."
9425,She scoots along the floor and lays down.,Se desliza por el suelo y se tumba.
9426,The woman begins to mimic the motion of typing with her fingers and eventually begins to demonstrate sit ups.,The woman begins to mimic the motion of typing with her fingers and eventually begins to demonstrate sit ups.
9427,A woman sitting on the floor speaks to the camera.,A woman sitting on the floor speaks to the camera.
9428,She rolls on her side and continues to talks to the camera.,Ella rueda de costado y continúa hablando con la cámara.
9429,Someone viciously slams the man with her rifle butt.,Alguien golpea brutalmente al hombre con la culata de su rifle.
9430,Someone comes across someone sitting hunched on a mossy bank.,Someone comes across someone sitting hunched on a mossy bank.
9431,"At night, a guard patrols the camp.","At night, a guard patrols the camp."
9432,Someone leans against a tree and watches his young brother's distress.,Alguien se apoya en un árbol y observa la angustia de su hermano menor.
9433,"Someone, his cheek swollen turns away.","Alguien, con la mejilla hinchada, se aleja."
9434,With eyes dulled and a numbed expression.,Con ojos apagados y expresión numérica.
9435,With eyes dulled and a numbed expression.,With eyes dulled and a numbed expression.
9436,People watch in horror as Myrtle slams against the windscreen and hurtles through the air.,La gente observa con horror cómo Myrtle se estrella contra el parabrisas y se precipita por el aire.
9437,"Recounting events, someone looks distraught.","Al contar eventos, alguien parece angustiado."
9438,"Recounting events, someone looks distraught.","Al contar eventos, alguien parece angustiado."
9439,"Someone stares at him, wide - eyed.",Alguien lo mira con los ojos muy abiertos.
9440,"Someone stares at him, wide - eyed.",Alguien lo mira con los ojos muy abiertos.
9441,People watch in horror as Myrtle slams against the windscreen and hurtles through the air.,La gente observa con horror cómo Myrtle se estrella contra el parabrisas y se precipita por el aire.
9442,Someone watches as someone finds a box with a Twinkies label and a hole blown out of its side.,Alguien observa cómo alguien encuentra una caja con una etiqueta de Twinkies y un agujero en un costado.
9443,He twirls his guns then kisses one.,Gira sus armas y luego besa a una.
9444,He slows as he reaches the tower and stares up at the sisters.,He slows as he reaches the tower and stares up at the sisters.
9445,A zombie in a track suit closes in on the sisters.,Un zombi en chándal se acerca a las hermanas.
9446,Someone's mouth drops as he thinks to himself.,La boca de alguien cae mientras piensa para sí mismo.
9447,Someone tosses the mallet away.,Someone tosses the mallet away.
9448,"As he pulls away, she meets his gaze with a smile.","Mientras él se aleja, ella encuentra su mirada con una sonrisa."
9449,Someone shoots as he climbs a staircase to a roller coaster platform.,Alguien dispara mientras sube una escalera a la plataforma de una montaña rusa.
9450,Each of someone's shots takes out an attacker.,Each of someone's shots takes out an attacker.
9451,"Bobbing his head at the sheet covered prop, he passes the closet and heads into a room resembling a dingy cellar.","Bobbing his head at the sheet covered prop, he passes the closet and heads into a room resembling a dingy cellar."
9452,Rule 17 changes from Don't be a hero to Be a hero.,La regla 17 cambia de No seas un héroe a Ser un héroe.
9453,"At the drop ride, Little someone fires at the advancing zombies.","At the drop ride, Little someone fires at the advancing zombies."
9454,"At the drop ride, someone frantically kicks the zombie in the track suit clinging to her leg.","At the drop ride, someone frantically kicks the zombie in the track suit clinging to her leg."
9455,"Meanwhile, someone races from the haunted house exit with three zombies on his tail.","Mientras tanto, alguien sale corriendo de la salida de la casa embrujada con tres zombis en la cola."
9456,"Up on the tower, a zombie draws dangerously close to someone and Little someone.","En la torre, un zombi se acerca peligrosamente a alguien y Little someone."
9457,Someone turns to the exit.,Someone turns to the exit.
9458,"Hanging off the swing by one arm, he shoots the zombies as they approach the fence.","Hanging off the swing by one arm, he shoots the zombies as they approach the fence."
9459,"In slow motion, he releases the clips from his guns.","In slow motion, he releases the clips from his guns."
9460,"She stops abruptly, her eyes narrowing.","She stops abruptly, her eyes narrowing."
9461,Someone throws objects at the Twinkie sign.,Alguien arroja objetos al letrero de Twinkie.
9462,"At the drop ride, zombies climb the tower's frame.","At the drop ride, zombies climb the tower's frame."
9463,A zombie attacks him from behind.,Un zombi lo ataca por detrás.
9464,"As a roller coaster car pulls up beside him, he jumps in.","As a roller coaster car pulls up beside him, he jumps in."
9465,He enters to find someone destroying the store.,Entra para encontrar a alguien destruyendo la tienda.
9466,As the hoard of zombies rush closer.,Mientras la horda de zombis se acerca.
9467,"Meanwhile, someone jumps a fence for a ride of swings gliding around in a circle.","Meanwhile, someone jumps a fence for a ride of swings gliding around in a circle."
9468,Someone and Little someone exchange a look.,Alguien y Alguien pequeño intercambian una mirada.
9469,She jerks backwards and he shoots again.,Ella se tira hacia atrás y él dispara de nuevo.
9470,A zombie in a track suit closes in on the sisters.,Un zombi en chándal se acerca a las hermanas.
9471,Someone hurries to the ride's control box and presses a button.,Alguien se apresura a llegar a la caja de control del vehículo y presiona un botón.
9472,He strolls toward a snack shop.,He strolls toward a snack shop.
9473,He flails helplessly as he descends.,Se agita impotente mientras desciende.
9474,He aims one gun out each window at his side.,He aims one gun out each window at his side.
9475,"Meanwhile, someone races from the haunted house exit with three zombies on his tail.","Meanwhile, someone races from the haunted house exit with three zombies on his tail."
9476,She rests her face on someone's shoulder.,Apoya su rostro en el hombro de alguien.
9477,A zombie attacks him from behind.,Un zombi lo ataca por detrás.
9478,Someone raises the mallet once again and smashes the clown's head.,Someone raises the mallet once again and smashes the clown's head.
9479,He strolls toward a snack shop.,Camina hacia una tienda de bocadillos.
9480,He stares back with a dazed look.,Él mira hacia atrás con una mirada aturdida.
9481,He gently brushes someone's hair out of her face and pushes it back behind her ear.,Suavemente le quita el cabello de la cara a alguien y se lo coloca detrás de la oreja.
9482,Someone hurries to the ride's control box and presses a button.,Alguien se apresura a llegar a la caja de control del vehículo y presiona un botón.
9483,Someone's gaze drifts past a sign for fried Twinkies.,Someone's gaze drifts past a sign for fried Twinkies.
9484,He pauses to fire at a group of oncoming attackers.,He pauses to fire at a group of oncoming attackers.
9485,He tosses down his empty shotgun.,He tosses down his empty shotgun.
9486,One zombie breaks the glass of a back door's small window.,Un zombi rompe el cristal de una pequeña ventana de la puerta trasera.
9487,He glances at someone and they cautiously advance.,He glances at someone and they cautiously advance.
9488,Someone notices a giant rubber mallet at a strength testing game.,Alguien nota un mazo de goma gigante en un juego de prueba de fuerza.
9489,Someone fires at the closest zombie and sends her sprawling backwards.,Alguien dispara al zombi más cercano y la envía hacia atrás.
9490,He pushes out a breath as he eyes the clown.,Da un suspiro mientras mira al payaso.
